805032704,5.1,1, 1
3058610029,7.35358,4, 2899761705
3341779284,7.63675,4, 3058610029
928496522,9.51843,5, 750528408
1028496522,9.61843,4, 928496522
1548508060,10.1384,2, 1422470922
1648508060,10.2384,3, 1545803273
2888824889,11.4788,7, 2526377226
2988824889,11.5788,5, 2888824889
3088824889,11.6788,3, 2988824889
1495521728,14.3804,6, 1344836879
1595521728,14.4804,3, 1472747905
209221347,17.3891,5, 66696172
622801184,17.8027,2, 487946420
30154192,8.62009,2, 4170936932
130154192,8.72009,1, 30154192
230154192,8.82009,1, 130154192
