777697444,9.36763,1, 660822505
1194130418,9.78407,2, 1080589046
2245738667,10.8357,3, 2062204464
2518379744,11.1083,3, 2324055056
2618379744,11.2083,2, 2440377890
462212485,13.3471,3, 300966873
675395449,13.5603,3, 550569667
1396609735,14.2815,2, 1262093548
3904800942,16.7897,3, 3769751701
201963334,17.3818,2, 38952559
805032704,5.1,1, 1
962729389,5.2577,1, 805032704
2109451752,6.40442,4, 2015921852
2480541817,6.77551,5, 2374212888
3528299798,7.82327,3, 3081404369
4135748732,8.43072,3, 3528299798
4235748732,8.53072,3, 4135748732
40781436,8.63072,2, 4235748732
1261647080,9.85158,3, 1111471604
