2794496590,7.08946,1, 2663769794
155516705,8.74545,2, 8173956
2709370760,11.2993,2, 2518379744
2809370760,11.3993,2, 2741385963
2866477904,15.7514,2, 2651888611
920774822,18.1006,1, 812203524
1308555955,18.4884,3, 1210862503
1276517937,5.57149,2, 1097512982
1376517937,5.67149,2, 1197512982
1476517937,5.77149,1, 1376517937
2015921852,6.31089,1, 1856227016
2115921852,6.41089,2, 1956227016
2215921852,6.51089,3, 2115921852
2315921852,6.61089,3, 2215921852
1012589601,9.60252,1, 694036072
1112589601,9.70252,1, 1012589601
1212589601,9.80252,1, 1112589601
1312589601,9.90252,4, 1222856226
