3579252151,7.87422,4, 3455060354
3679252151,7.97422,2, 3570011335
3779252151,8.07422,2, 3709081537
284553282,13.1695,3, 4224998803
384553282,13.2695,2, 195582309
484553282,13.3695,3, 384553282
983411806,13.8683,1, 822746836
1366084977,14.251,2, 1262093548
3471943757,16.3568,2, 3349899227
174321553,17.3542,2, 38952559
1741015431,18.9209,4, 1639309746
805032704,5.1,1, 1
2025072313,6.32004,3, 1856227016
3081404369,7.37637,2, 2719458167
1011471604,9.60141,2, 464529399
1111471604,9.70141,1, 1011471604
