805032704,5.1,1, 1
905032704,5.2,1, 805032704
1005032704,5.3,1, 905032704
2593080826,6.88805,5, 2408707104
2884617302,7.17958,4, 2625161127
2984617302,7.27958,4, 2899761705
4025529042,8.3205,3, 3920711122
4125529042,8.4205,5, 4025529042
2325054390,10.915,4, 2253808672
4210120924,12.8001,4, 4082912543
15153628,12.9001,6, 4210120924
486750879,13.3717,4, 374809634
586750879,13.4717,5, 502086287
686750879,13.5717,4, 586750879
1672557820,14.5575,2, 1584487495
938606885,5.23357,1, 1
2940025059,7.23499,2, 2549368554
4134908613,8.42988,2, 4020245998
