805032704,5.1,1, 1
2839176309,7.13414,4, 2625161127
3932763980,8.22773,3, 3477976258
1684446484,10.2744,6, 1545803273
2009740526,10.5997,1, 1914652696
2190621872,10.7806,4, 2105069549
1904400861,14.7893,6, 1684487495
4161663468,17.0466,5, 3951852002
4261663468,17.1466,1, 4161663468
66696172,17.2466,2, 4261663468
1097512982,5.39248,3, 905290766
1197512982,5.49248,2, 1097512982
2090890660,6.38586,1, 1956227016
3840216592,8.13518,1, 3716972775
3940216592,8.23518,1, 3840216592
694036072,9.28397,1, 543257563
1547245017,10.1372,2, 1432203438
